ID,Dominio,Auto,Año,Chasis,Motor,Modelo,Tipo
1416,JPG183,S-10 2.8TDI DLX 4X2 ELECTRONIC CD,2011,9BG138AJ0BC462078,M1A396157,Chevrolet,Pick-Up
1418,KIM266,RANGER D/C 4X4 XLT 3.0 LD,2011,8AFER13P4CJ463843,L1AQ24735,Ford,Pick-Up
1419,KIM212,F-4000 D CON CABINA,2011,9BFLF4793BB085310,36251441 -(Serv. Publicos)-,Ford,Pick-Up
1425,KIP641,HILUX 4X2 C/D DX 2.5 TD,2011,BAJER32G584038907,2KD-5508536,Toyota,Pick-Up
1428,KOO833,AMAROK 2.0L TDI 4X2 ST3,2012,8AWDB42H3BA068191,CDC064811,Volkswagen,Pick-Up
1429,KOO858,AMAROK 2.0L TDI 4X2 ST3,2012,8AWDB42H3BA073306,CDC066102,Volkswagen,Pick-Up
1431,WPR290,504 DIESEL,1987,362826-0U4857,????????,Peugeot,Pick-Up
1432,KIP640,HILUX 4X2 CAB / DOBLE DX 2.5 TD,2011,BAJER32G7B4038553,2KD-5407870,Toyota,Pick-Up
1433,JOR628,RANGER DC 4X2 XL PLUS 3.0D,2011,8AFDR12XBJ412293,L1A010454,Ford,Pick-Up
1446,KIM381,RANGER DC 4X2 XL PLUS3.0D,2011,8AFDR12P9CJ460952,L1A023158,Ford,Pick-Up
1448,VJG472,F 100,1983,KA1JCY32317,CYAK41405,Ford,Pick-Up
1449,VJG465,F 100,1988,KB1JFU22068,FUAB28222,Ford,Pick-Up
1450,UIS655,F 100,1988,KB1JHU20676,HUAB26850,Ford,Pick-Up
1454,LKB908,FRONTIER NP300 CAB/DOB,2012,3N6PD23T2CK015212,YD25350235T,Nissan,Pick-Up
1455,LXO600,CAPTIVALT2.2 D M/T,2013,KL1FC5C67CB044057,Z22D1157611,Chevrolet,Pick-Up
1459,LKB907,KANGOO CONFOR 1.6 5A CD DA CA SVT,2013,8A1FC1315CL240055,K4MJ730Q091808,Renault,Pick-Up
1460,LKB910,FRONTIER NP300 D/CAB,2012,3N6PD23T8CK00B961,YD25339471T,Nissan,Pick-Up
1463,MAI355,CAPTIVA LT 2.4 M/T,2013,KL1FC5C43CB073988,LE5120870007,Chevrolet,Pick-Up
1464,LHD766,AMAROK 2.0L TDI 180 CV 402,2012,8AWDB42HXCA059053,CNE007120,Volkswagen,Pick-Up
1465,LXO619,S10 2.8TD 4X4 LT,2013,9BG148FH0DC435118,V1A024300,Chevrolet,Pick-Up
1475,LKB909,FRONTIER NP300 DOB/CAB,2012,3N6PD23T1CK014231,YD25348110T,Nissan,Pick-Up
1478,JMN023,FRONTIER LE 4WD 6 MT,2011,MNTVCUD40B6007006,YD25247329T,Nissan,Pick-Up
1480,MFK976,AMAROK 2.0 TD 4X2 CAB /DOB,2013,8AUDB42H9GA020830,CNE023787,Volkswagen,Pick-Up
1481,AAH302,C-20 CUSTOM STD,1995,NHRRA100403,4JF216DR10,Chevrolet,Pick-Up
1486,MAI354,CAPTIVA 2.4N LT L/12,2013,KL1FC5C43CB075224,LE5120870114,Chevrolet,Pick-Up
1492,JRW589,RANGER XL PLUS 3.0 TDI,2013,1111,11111,Ford,Pick-Up
1494,KRE952,RANGER DC 4X2 XL PLUS 3.0 D,2012,8AFDR12P5CJ486397,L1A029013,Ford,Pick-Up
1495,LHD767,AMAROK 2.0L TDI 180 CV402,2012,8ANDB42HQCA058932,CNE006974,Volkswagen,Pick-Up
1496,MAY640,HILUX 4X2 3.0 D,2011,ASASASAS,SASASASAS,Toyota,Pick-Up
1509,KIM201,RANGER CS 4X2 F-TRUCK 2.3L,2013,8AFDR10A7CJ438446,CJ438446,Ford,Pick-Up
1513,LKB912,FRONTIER NP300 CAB/DOB,2012,3N6PD23T1CK014620,YD25350783T,Nissan,Pick-Up
1517,NFC859,Ranger DC 4x4 XLT 3.2L D,2013,8AFAR23L8EJ178387,SA2PEJ178387,Ford,Pick-Up
1518,MSL260,Ranger DC 4x2 XL Safety 2.2L D,2013,,,Ford,Pick-Up
1521,MWA543,KANGOO 1.6 DA AA CD PK 2P,2013,BA1KC1305DL667528,K4MJ730Q115460,Renault,Pick-Up
1522,MSL267,KANGOO AUTN PLUS 1.6 DA AA CD PK 2P,2013,BA1 KC1305DL655001,K4MJ730Q115095,Renault,Pick-Up
1525,IZK097,RANGER DC 4X2 XL PLUS 3.0D,2010,8AFDR12P3BJ357332,D56304196,Ford,Pick-Up
1527,MAI456,S10 2.8TD 4x2 LS,2013,9BG148CH0DC443965,V1A029638,Chevrolet,Pick-Up
1529,LCA937,AMAROK 2.0L TDI 122,2012,?AWDD42H4CAQ36275,CDB019654,Volkswagen,Pick-Up
1530,LCA945,AMAROK 2.0L TDI 122,2012,8AWDD42H6CA03331,CDB021945,Volkswagen,Pick-Up
1537,IQE339,ECOSPORT 1.6 L 4X2 XL PLUS,2010,9BZE55N6A8573522,R59AA8573522,Ford,Pick-Up
1541,NZX697,HILUX 4X2 CAB/D DX PACK ELECTRICO 2.5 TDI,2014,8AJER32GXE4052127,2KD-A437180,Ford,Pick-Up
1546,NXR505,DUSTER LUXE 2.0  4X2 NAV,2014,93YH3R2S6EJ250680,F4RA402C032497,Renault,Pick-Up
1547,NXR481,DUSTER LUXE 2.0  4X2 NAV,2013,93YH3R2S6EJ253197,F4RA402C032472,Renault,Pick-Up
1552,OKU408,S10 2.8TDY,2015,0,p,Chevrolet,Pick-Up
1553,OKU409,S10 2.8TDY,2015,0,p,Chevrolet,Pick-Up
1562,KPF868,HILUX 4X2 CAB/DOBLE SR 3.0TDI,2013,8AJEZ32G2B1009723,1KD-5502832,Toyota,Pick-Up
1569,PEN710,AMAROK 2.0L TDI 140 CV 4X2 348,2015,8AWDD42HXFA046799,CNF056268,Volkswagen,Pick-Up
1573,FBY560,F-100 XL DIESEL AMBULANCIA,2005,9BFFF25G15B019541,30694095,Ford,Pick-Up
1579,MDE139,S10 2.8TD 4X2LS,2013,9B6148CH0DC450775,V1A033194,Chevrolet,Pick-Up
17,EMR639,CORSA II 1.8 GLS 4 Ptas.,2004,8AGXH19R05R102808,A45000151,Chevrolet,Sedan 4P
18,EDC207,ASTRA GL 2.0 4 PTAS. TD,2003,9BGTT48B03B170954,BC0041470,Chevrolet,Sedan 4P
19,EVF948,CORSA CLASSIC SW AC 1.6N,2005,8AGSB35N05R134638,7H5032005,Chevrolet,Sedan 4P
21,ESR243,CORSA CLASSIC SUPER 1.6 N 4 PTAS.,2004,8AGSB19NO5R119949,7H5025697,Chevrolet,Sedan 4P
22,FBY583,Corsa II CD GAS 1.8 4 Ptas.,2005,8AGXM19R05R162581,4Q5007061,Chevrolet,Sedan 4P
29,ESI454,VECTRA 2.2 16V CD,2004,9BGJG19Y058123359,KA0001156,Chevrolet,Sedan 4P
37,ENX390,CORSA II 1.8 GLS 4 Ptas.,2004,8AGXH19R05R102820,A45000150,Chevrolet,Sedan 4P
46,EPT528,VECTRA 2.2 16V CD,2004,9BGJG19Y04B192502,KA0001064,Chevrolet,Sedan 4P
59,ERO668,ASTRA GL 2.0,2004,9BGTT69B05B133862,2S0018251,Chevrolet,Sedan 4P
60,ECI357,CORSA,2003,8AGSB19N03R140675,7H5006118,Chevrolet,Sedan 4P
62,EEL224,CORSA GL,2003,8AGXH68R03R133260,6D5001964,Chevrolet,Sedan 4P
63,EFV885,ASTRA GL 2.0,2005,9BGTT69B05B165718,250019879,Chevrolet,Sedan 4P
64,EPT519,ASTRA,2004,9BGTT69B05B131124,2S0018141,Chevrolet,Sedan 4P
65,ERO657,CORSA 1.6,2004,8AGSB19N05R119417,7H5025505,Chevrolet,Sedan 4P
67,ERO658,CORSA 1.6,2004,8AGSB19N05R117673,7H5024963,Chevrolet,Sedan 4P
68,CEZ632,CORSA GL 1.6 FULL,1998,9BGSE68NWWC754742,JD0034810,Chevrolet,Sedan 4P
69,EUH236,CORSA,2005,8AGSB19N05R132784,5K5016275,Chevrolet,Sedan 4P
74,ERO659,CORSA CLASSIC SUPER 1.6 N 4 PTAS.,2004,8AGSB19NO5R117804,7H4025066,Chevrolet,Sedan 4P
75,ESR242,CORSA CLASSIC SUPER 1.6 N 4 PTAS.,2004,8AGSB19NO5R119943,7H5025456,Chevrolet,Sedan 4P
87,EUH190,SIENA HLX 1.8 MPI 8V,2005,9BD17219453140889,1V0097418,Fiat,Sedan 4P
118,UIS623,FALCON GHIA,1989,KA16JF26462,JFBA22943,Ford,Sedan 4P
139,BXE833,Mondeo GHIA 4 Ptas.,1998,OFPXGBBVGK09329,VK09329,Ford,Sedan 4P
152,UEV667,FALCON GHIA,1990,KA16LG010,LPBM11633,Ford,Sedan 4P
181,CEZ617,MONDEO CLX 5 PTAS,1998,WGT31788,WT31788,Ford,Sedan 4P
184,BBX267,MONDEO CLX 5 PUERTAS,1996,WFOADXGBBTGA08585,TA08585,Ford,Sedan 4P
226,BYV664,"306 XN 1,8 4 PTAS AA",1998,8ADBLFZWW531491,10KJZ400008868ADBLD,Peugeot,Sedan 4P
237,ERO670,MEGANE PRIVILEGE TRI F2,2004,8A1LA1D3551570786,F4RC746C025964,Renault,Sedan 4P
238,ERO671,MEGANE PRIVILEGE TRI F2,2004,8A11A1D3551540174,F4RC746C0255460,Renault,Sedan 4P
239,VJG448,R 6 GTL,1983,91421359,2622416,Renault,Sedan 4P
240,ANI258,R 9 RL,1995,L428069854,5997198,Renault,Sedan 4P
243,DCB951,R 19 RE 4 PTAS,2000,1L53PEZYL097784,AC95807,Renault,Sedan 4P
249,WRC132,R 12 L,1987,L810/008849,2768562,Renault,Sedan 4P
250,UAA469,12 L,1989,L810-016084,2810573,Renault,Sedan 4P
251,DRD291,R 19 RE I 4 Ptas.,2000,8A1L53PEZYL105424,AC97013,Renault,Sedan 4P
253,CZR033,R-19 RE AA,1999,ZYL090769,56C021031,Renault,Sedan 4P
257,ESR234,Clio 2 Tric Exp Diesel,2004,8A1LB07155L585735,K9KA700D075037,Renault,Sedan 4P
259,WIC645,Torino GR,1981,62905140,7642414,Renault,Sedan 4P
261,VFS867,R 12 TL,1993,9470980,5843231,Renault,Sedan 4P
264,EEL204,MEGANE TRIC SPORTWAY,2003,8A1LA1D253L423099,F4RC740C040978,Renault,Sedan 4P
265,AWN561,R 21 RN,1996,W221500601,AA1460,Renault,Sedan 4P
267,VFS868,R 12 TL,1988,9470555,2783750,Renault,Sedan 4P
268,EPT533,KANGOO RT 110CV ABCP PLC,2004,8A1KCOR354L519028,K4MJ730Q003398,Renault,Sedan 4P
269,AJM595,R 9 RL,1995,L428067518,5993626,Renault,Sedan 4P
270,EUH246,MEGANE TRI 1.6 ECO,2005,8A1LA00155L576563,K4MJ706Q069532,Renault,Sedan 4P
275,ERO669,MEGANE PRIVILEGE TRI F2,2004,8A1LA1D3551547860,F4RC746C025809,Renault,Sedan 4P
295,DNZ208,"POLO CLASSIC 1,6 MI AA",2000,YA521983,UVC018187,Volkswagen,Sedan 4P
298,ERO637,BORA 2.0,2004,3VWSB29M25M049867,BER001708,Volkswagen,Sedan 4P
301,EUH174,GOL 1.6 5 PTAS.,2005,9BWCB05X45T008319,UNF295646,Volkswagen,Sedan 4P
305,FGR871,PASSAT 2.0 ADVANCE TIP TRONIC,2005,WVWJA83C56P051886,BLY007333,Volkswagen,Sedan 4P
314,BBX331,MONZA GL,1996,9BGMG69RTTB024803,B20NZE31159649,Chevrolet,Sedan 4P
319,BXE822,NEON LX,1998,1C3ESM7Y4VDD314368,VD314368,Chrysler,Sedan 4P
334,XEF302,RENAULT 6 GTL,1979,91416149,3632135,Renault,Sedan 4P
338,FRB138,ASTRA GL 2.0,2006,9BGTT69B07B107736,280032655,Chevrolet,Sedan 4P
341,APJ301,DUNA CL 1.6,1995,8AS146000*S5190863,159A30388247625,Fiat,Sedan 4P
344,FPI053,ASTRA GL 2.0,2006,9BGTT69B07B104561,280031762,Chevrolet,Sedan 4P
346,CLZ671,R-19 RE 4 PTAS,1998,8AA1L53PEZWS012813,AC23420,Renault,Sedan 4P
347,SMU930,505 ST,1994,2089962,954530,Peugeot,Sedan 4P
352,EYQ862,CORSA II 4PTAS. GL AA+DIR GAS 1.8,2005,8AGXH19R05R150679,A45004050,Chevrolet,Sedan 4P
353,EYQ861,CORSA II 4PTAS. GL AA DIR GAS 1.8,2005,8AGXH19R05R150746,A45004058,Chevrolet,Sedan 4P
355,CLZ669,19,1998,8A1L53PEZWS013660,AC26191,Renault,Sedan 4P
368,APJ302,DUNA CL 1.6,1995,8AS146000*S5223284,159-A3-0388280314,Fiat,Sedan 4P
371,APJ300,DUNA CL 1.6,1995,8A5146000*S5222195,159-A3-0388279010,Fiat,Sedan 4P
385,FWA230,CORSA II 5P GL AA/DIR GAS 1.8,2006,8AGXH68R07R102110,A45011379,Chevrolet,Sedan 4P
386,GJZ556,CORSA GL 1.6/CLASSIC,2007,8AGSB19N08R100224,7H6098525,Chevrolet,Sedan 4P
395,GUJ619,KANGOO PACK 1.6 1 PLC,2007,8A1KC1T158L956919,K4MJ730Q028997,Renault,Sedan 4P
398,GSI648,CORSA CLASSIC 4P SUPER 1.6N,2008,BAGSB19N0BR147803,7H5115145,Chevrolet,Sedan 4P
400,GEW931,COROLLA 1.8 XE I,2007,9BR53ZEC278670917,1ZZ4636347,Toyota,Sedan 4P
455,EVF952,MEGANE RXE TD FA,2005,8A1BA0N355L599081,F9QA736C284459,Renault,Sedan 4P
467,FSD025,CORSA,2006,8AGSB19N07R107419,7H5072985,Chevrolet,Sedan 4P
468,FSD026,CORSA,2006,8AGSB19N07R107921,7H5073405,Chevrolet,Sedan 4P
469,GSI647,CORSA GL 1.6,2007,8AGSB19N08R146571,7H5114841,Chevrolet,Sedan 4P
471,EEL211,"GOL 1,6 5 PTAS",2003,9BWCB05X23T198795,UNF250264,Volkswagen,Sedan 4P
473,EJJ956,FIESTA 1.4 5 PTAS. ENERGY TDCI,2003,9BFZF16N148140957,CDJA48140957,Ford,Sedan 4P
485,UAA468,12,1988,L810013432,2793042,Renault,Sedan 4P
487,FIJ797,CORSA II 4PTAS. GL AA+DIR GAS 1.8,2006,8AGXH19R06R113900,A45007804,Chevrolet,Sedan 4P
488,U105888,SENDA N,1994,8AWZZZ30ZRJ040730,UN985394,Volkswagen,Sedan 4P
504,FXM727,BORA 2.0,2006,3VWSB49M57M612120,BER010993,Volkswagen,Sedan 4P
508,BBX333,"DUNA CS 1,6",1997,8AS1460000T5244728,159A30388307884,Fiat,Sedan 4P
514,FZI773,"MEGANE TRIC 1,6 L FAIRWAY",2006,8A11A1V25L804267,K4MJ706Q091371,Renault,Sedan 4P
518,EDW841,"CORSA 2 GLS 1,8 5 PTAS FULL",2003,8AGX468RO4R100826,405000671,Chevrolet,Sedan 4P
588,GPE902,ASTRA GLS 2.0,2007,98GTT48B08B161623,ACU000269,Chevrolet,Sedan 4P
594,CZR062,"306 XN 1,8 4 PTAS AA",1999,D7BLFZWW5325357,10KJZ40001483,Peugeot,Sedan 4P
620,GUJ615,ASTRA GL 2.0,2008,9BGTT48B186149,R10005503,Chevrolet,Sedan 4P
643,FXM756,VECTRA CD 2.4,2006,9BGAH69L07B157187,F40000482,Chevrolet,Sedan 4P
645,GPE863,VENTO 2.5 AD,2007,3VWVN61K47M190531,BYK045644,Volkswagen,Sedan 4P
646,FWA229,"CORSA II 5 PTAS. GL AA+DIR GAS 1,8",2006,8AGXH68R07R104607,A45011629,Chevrolet,Sedan 4P
647,GUJ635,CLIO 2 1.6 CONFORT 5P,2007,8A1BB8G158L981573,K4MK740Q071707,Renault,Sedan 4P
649,GUJ614,ASTRA GL,2007,9BGTT48B08B184577,R10005401,Chevrolet,Sedan 4P
670,GCT011,"MEGANE TRI 1,6 L PACK",2007,8A1LA1V157L826516,K4MJ706Q093447,Renault,Sedan 4P
673,BNA564,MONZA GL,1997,9BGMG69RTTB025105,B20HZ31160423,Chevrolet,Sedan 4P
682,U050088,"FALCON STD 3,0",1977,KA02TD48046,DSGA18864,Ford,Sedan 4P
699,U082337,R 12 L,1987,L810008843,2769166,Renault,Sedan 4P
705,WJB708,"F-100 STD 3,6",1994,8AFTNL20RJOR023396,REAR12607,Ford,Sedan 4P
707,SMU978,"DUNA SDL 1,7",1995,8ASS146000-R5146688,159A30388184307,Fiat,Sedan 4P
712,CLZ670,R-19 RE 4 PTAS,1998,8A1L53PEZWS013625,AC28448,Renault,Sedan 4P
760,GUJ634,CLIO 2 1.6 CONFORT 5P,2007,8A1BB8G158L919118,K4MK740Q071427,Renault,Sedan 4P
770,GPE901,"BORA 1,8",2007,3VWSE29M48M612834,BEK706718,Volkswagen,Sedan 4P
783,UIS648,BRIO,1987,387348820,12 8A037348828,Fiat,Sedan 4P
838,VJG447,R-12,1980,924-36309,3563069,Renault,Sedan 4P
850,EVW271,"BORA 1,8 T 4 PTAS.",2005,3VWSE29M75M038760,BEK703508,Volkswagen,Sedan 4P
880,AGD435,R 9 GTL,1990,9471298,5945494,Renault,Sedan 4P
882,WDK096,R 12 TL,1990,L810-020770,2828575,Renault,Sedan 4P
883,VJG446,SENDA CONFORT,1994,9471573,UN985394,Volkswagen,Sedan 4P
884,ANI255,SENDA,1995,8AW222302-51009021,UN825586,Volkswagen,Sedan 4P
890,C875937,F 100 LUJO 3.6,1978,KA1JUP25673,DUPS33755,Ford,Sedan 4P
901,GPE905,ASTRA,2007,9BGTT69B08B134945,R10002572,Chevrolet,Sedan 4P
936,EVK648,CORSA CLASSIC 3P AA+DIR 1.6N,2005,8AGSB08N5R132774,7H5030723,Chevrolet,Sedan 4P
937,FXM733,ASTRA GL 2.0,2006,9BGTT48B07B166668,2S0035640,Chevrolet,Sedan 4P
942,GLV474,ASTRA 2 GL,2007,9BGTT69B07B254050,2S0040222,Chevrolet,Sedan 4P
943,GLV475,ASTRA 2 GL,2004,9BGTT69B08B102571,R10000327,Chevrolet,Sedan 4P
945,GUJ628,CORSA II 1.8,2007,9BGXH19R08B161969,A40003418,Chevrolet,Sedan 4P
953,XEF729,R 4 GTL,1986,80005352,2205927,Renault,Sedan 4P
958,API356,R9 RL,1995,L428-044726,5950721,Renault,Sedan 4P
961,AMQ686,R 9 RL,1996,L428088560,5282774,Renault,Sedan 4P
991,CEZ701,"DUNA SD 1,7",1998,8AP15500W84337751,46B200050512826,Fiat,Sedan 4P
1063,DDR986,"CORSA COMBO 1,7 D",2000,WOLO5BF25Y3007356,596878ISUZU,Chevrolet,Sedan 4P
1095,XEF297,R4,1986,XXX,XXX,Renault,Sedan 4P
1099,GJZ550,VECTRA,2007,XXX,XXX,Chevrolet,Sedan 4P
1125,HBI884,ASTRA GL 2.0,2008,9BGTT48B08B229792,R10007391,Chevrolet,Sedan 4P
1127,HCB506,ASTRA GL 2.0,2008,9BGTT48B08B0230426,R10007438,Chevrolet,Sedan 4P
1128,HBI807,ASTRA GL 2.0,2008,9BGTT69B08B226938,R10007039,Chevrolet,Sedan 4P
1152,HHF095,PASSAT,2008,WVWKC83C88P076573,AXZ015879,Volkswagen,Sedan 4P
1154,HDQ352,AVENSIS 2.0 M/T,2008,SB1BH56L89E112680,1AZ2972535,Toyota,Sedan 4P
1155,HEU806,FIESTA EDGE,2008,9BFZF16N9B8181181,CDJCB8181181,Ford,Sedan 4P
1157,HEU805,FIESTA EDGE,2008,9BFZF16N4B8220405,CDJCB8220405,Ford,Sedan 4P
1159,HEU808,LOGAN 1.6 16 V CONFORT,2008,93YLSR1LH8J046376,K4MA690Q02721,Renault,Sedan 4P
1168,HIT716,SCENIC 1.6 16V CONFORT,2008,93YJA1V258J035754,K4MJ7060112506,Renault,Sedan 4P
1169,HKL293,KANGOO AUTH. 1.6 DA AA CD1P,2008,8A1KC1T059L104365,K4MJ730Q038140,Renault,Sedan 4P
1172,HHF153,MEGANE TRI 1.6,2008,8A1LA1V159L075834,K4MJ706Q113546,Renault,Sedan 4P
1173,HHF154,MEGANE TRI 1.6,2008,8A1LA1V158L019997,K4MJ06Q110512,Renault,Sedan 4P
1176,HHF099,ASTRA GL 2.0,2008,9BGTT69B08B205435,R10006759,Chevrolet,Sedan 4P
1177,HKL368,VECTRA CD 2.4,2008,9BGAF69L09B127462,F40004848,Chevrolet,Sedan 4P
1189,U0061069,R 4 S,1980,90843710,5169601,Renault,Sedan 4P
1215,HGM381,BORA 2.0,2008,3VWS849M28M647411,CBP047857,Volkswagen,Sedan 4P
1233,HNW046,Corsa Classic 4P Super 1.6N,2008,8AGSB19N08R337990,7H5142312,Chevrolet,Sedan 4P
1260,HVI907,CORSA CLASSIC 4 PTAS GL 1.4N,2009,8AGSB19Y09R147818,T85000189,Chevrolet,Sedan 4P
1262,HVI904,CORSA CLASSIC 4 PTAS GL 1.4N,2009,8AGSB19Y09R147850,T85001431,Chevrolet,Sedan 4P
1263,HVI906,CORSA CLASSIC 4 PTAS GL 1.4N,2009,8AGSB19Y09R147862,T85001442,Chevrolet,Sedan 4P
1264,HVI943,CORSA CLASSIC GLS 1.6N,2009,8AGSB19N09R132230,7H5154318,Chevrolet,Sedan 4P
1265,HVI942,CORSA CLASSIC GLS 1.6N,2009,8AGSB19N09R144961,7H519829,Chevrolet,Sedan 4P
1284,IAF745,KANGOO PLUS 1.6 DA AA,2009,GA1KC1005AL256307,K4MJ730Q046692,Renault,Sedan 4P
1285,HZN530,VENTO 2.5,2009,3VWHG61K49M014489,CCC036789,Volkswagen,Sedan 4P
1286,IDL345,KANGOO SPORTWAY 1.6 ABCP 2P,2009,8A1KC1T259L196175,K4MJ730Q042728,Renault,Sedan 4P
1287,HKL377,407 2.2 SV Sport,2008,VF36D3FYH9L000242,10LJ431709709,Peugeot,Sedan 4P
1290,HVI905,CORSA CLASSIC 4PTAS GL1.4N,2009,8AGSB19Y09R147835,T85001425,Chevrolet,Sedan 4P
1312,IIG128,COROLLA XLI1.8 MT LINE,2009,9BRBA42E4A5102081,1ZZ4928147,Toyota,Sedan 4P
1317,HYL636,Auth.Plus 1.6 DA,2009,8A1KC1005AL256537,K4MJ730Q046662,Renault,Sedan 4P
1323,IIG150,BORA 1.8T,2009,3VWSE29M58M676638,AWP837155,Volkswagen,Sedan 4P
1329,IBU963,SIENA FLP ELX 1.4 BENZINA,2009,8AP17218KA2039679,178F30118792579,Fiat,Sedan 4P
1334,IKH866,BORA 1.8T SEDAN 4 PTAS,2010,3VWSE29MXAM033708,AUQ701686,Volkswagen,Sedan 4P
1335,IKH861,VENTO 2.5,2010,3VWRG61KXAM071269,CCC074637,Volkswagen,Sedan 4P
1336,IKH827,CORSA CLASSIC 4 PTAS GLS 1.4N,2010,BAGSB19Y0AR187636,TB5040127,Chevrolet,Sedan 4P
1338,IKH828,CORSA CLASSIC 4 PTAS GLS 1.4N,2010,8AGSB19Y0AR186900,T85040110,Chevrolet,Sedan 4P
1364,IXF752,CORSA CLASSIC LS AA+DIR 1.4N,2010,8AGSS19Y0BR126527,T85050402,Chevrolet,Sedan 4P
1365,IXF753,CORSA CLASSIC LS AA+DIR 1.4N,2010,8AGSS19Y0BR128567,T85051112,Chevrolet,Sedan 4P
1366,GUJ644,GOL 1.6 SEDAN 5 P,2007,TIEMPOINDETERMINADO,TIEMPOINDETERMINADO,Volkswagen,Sedan 4P
1367,GUJ658,GOL 1.6 SEDAN 5 P,2007,TIEMPOINDETERMINADO,TIEMPOINDETERMINADO,Volkswagen,Sedan 4P
1372,JAN313,CORSA CLASSIC 1.4N LT,2010,9BGSS19YOBB167987,T80004769,Chevrolet,Sedan 4P
1374,IKB859,ZAFIRA GLS SEDAN,2010,9BGTT75E0AC195128,V40001134,Chevrolet,Sedan 4P
1376,JAN429,VECTRA  CD 2.4 16V,2010,9BGAF69H0BB158614,V50002747,Chevrolet,Sedan 4P
1379,JAN304,BORA 2.0,2010,3VWSB49M7AMO49983,CBP173558,Volkswagen,Sedan 4P
1388,JAN588,FIESTA MAX 1.4L EDGE PLUS,2010,9BFZF54E1B8073915,F69AB8073915,Ford,Sedan 4P
1391,JAN620,COROLLA XEI 1.8 M/T,2010,9BRBA48EXB5149765,1ZZBO38740,Toyota,Sedan 4P
1393,JPR833,COROLLA XET PACK 1.8 A/T,2011,9BRBA48E8B5153513,177B047355,Toyota,Sedan 4P
1405,JOS043,VECTRA GLS 2.0,2011,9BGAH4830BB315417,NAM002563,Chevrolet,Sedan 4P
1409,JAN645,COROLLA XE 1.8MT Line,2010,9BRB148E6B5149556,1ZZB039937,Toyota,Sedan 4P
1415,JPG161,COROLLA XEI 1.8,2011,9BRBU48EXC4710954,27RM021714,Toyota,Sedan 4P
1445,JOS077,BORA TDI 4PTAS,2011,3VNSW49N2BM044311,AXR349929,Volkswagen,Sedan 4P
1458,LXO665,CAMRY 2.0 XLS,2013,XX22X2X2X,X22X2X2X2X2,Toyota,Sedan 4P
1466,JAN319,CORSA 1.4N LT   4PTAS,2010,9BGSS19Y0BB177656,T80004736,Chevrolet,Sedan 4P
1473,LXO617,CLASSIC 4PTAS LI SPIRIT 1.4N,2013,8AGSE1950DR160777,T85143414,Chevrolet,Sedan 4P
1474,LXO618,CLASSIC 4PTAS LI SPIRIT 1.4N,2013,8AGSE1950DR160894,T85143345,Chevrolet,Sedan 4P
1476,LXO616,VENTO 2.5 4PTAS,2013,3VWDG6166DM003603,CBU336201,Volkswagen,Sedan 4P
1477,LSQ176,BORA 1.9 TDI 4PTAS,2012,3VWSW49M3CM057991,AXR352762,Volkswagen,Sedan 4P
1488,KLL427,GOL POWER 1.4 5PTAS,2012,9BWCF05WW4CP032723,CNB023852,Volkswagen,Sedan 4P
1489,HAN342,IDEA HLX 1.8 MPI 8V 5PTAS,2008,9BD13581882077653,L30347071,Fiat,Sedan 4P
1497,JPF899,chevrolet astra gls,2011,9BGTT6930BB320541,NAM003156,Chevrolet,Sedan 4P
1524,JAN262,MEGANE II 2.0 16V PRIVILEGE,2010,93YLM1N46BJ488600,F4RZ770C149013,Renault,Sedan 4P
1532,NSB517,PASSAT 1.8 TSI,2014,WVWMF73C8EE032760,CDA416104,Volkswagen,Sedan 4P
1534,MAI458,CLASSIC SPIRIT LT1,2013,8AGSE1950DR189379,T85152919,Chevrolet,Sedan 4P
1539,NIP735,VENTO 2.5 4PTAS,2013,9VWBG6166EM012326,CBT39108,Volkswagen,Sedan 4P
1545,JAN602,CORSA II 4 PTAS CD GAS 1.8,2010,9BGXM19U0BC147591,U10010189,Chevrolet,Sedan 4P
1550,OBY046,FOCUS 4P 1.6 S,2014,8AFNZZFFCFJ250296,PNDAFJ250296,Ford,Sedan 4P
1551,OGJ563,FOCUS 4PTAS 2.0L N MT SE PLUS,2014,8AFBZZFFCFJ281133,MGDAFJ281133,Ford,Sedan 4P
1555,OBY143,CRUZE 2.0D LTZ A/T,2014,KL1PM5EYSEK533401,Z2OD1294073K,Chevrolet,Sedan 4P
1557,OMI351,CRUZE 1.8 LTZ,2013,KL1PM5E52EK522801,F18D4132380493,Chevrolet,Sedan 4P
1561,NXR455,FLUENCE 2.0 16V DYNAMIQUE,2014,8A1LZBG26FL360868,M4RJ714N336728,Renault,Sedan 4P
1567,PCG763,FOCUS 4P 1.6L N MT S,2015,8AFNZZFFCFJ335903,PNDA FJ335903,Ford,Sedan 4P
1580,LMU070,CLASSIC 4P LC A+D SPIRIT 1.4N,2012,8AGSC1950DR130440,T85134305,Chevrolet,Sedan 4P
85,TIM412,Ducato C 10,1994,ZFA29000000489228,TD27432272,Fiat,Utilitarios
88,TFB541,Fiorino,1994,147BBO*07295400,159A20388166634,Fiat,Utilitarios
116,WPR284,RANCHERO,1984,3864,13427,Ford,Utilitarios
150,VJG451,RANCHERO 3.0 L,1982,KA27BB45898,BBBA52334,Ford,Utilitarios
159,VLZ552,Ranchero,1990,KA27KE-22387,KEBL24525,Ford,Utilitarios
